,timestamp,rain,temperature,oil_price,subtotal,transaction_count
316,2023-02-12 11:00:00,0.0,8.9,86.61,741.24,18
317,2023-02-12 12:00:00,0.0,9.2,86.61,995.16,23
318,2023-02-12 13:00:00,0.0,9.3,86.61,1579.20,33
319,2023-02-12 14:00:00,0.0,10.2,86.61,1588.12,35
320,2023-02-12 15:00:00,0.0,9.9,86.61,2126.59,38
321,2023-02-12 16:00:00,0.0,9.1,86.61,1117.17,25
322,2023-02-12 17:00:00,0.0,8.3,86.61,809.90,14
323,2023-02-12 18:00:00,0.0,7.5,86.61,30.6,1
324,2023-02-13 10:00:00,0.0,7.8,86.61,507.84,13
325,2023-02-13 11:00:00,0.0,8.2,86.61,997.33,21
326,2023-02-13 12:00:00,0.0,10.0,86.61,922.02,26
327,2023-02-13 13:00:00,0.0,10.3,86.61,1757.24,42
328,2023-02-13 14:00:00,0.0,10.6,86.61,975.85,27
329,2023-02-13 15:00:00,0.0,10.6,86.61,719.39,21
330,2023-02-13 16:00:00,0.0,10.4,86.61,1316.62,37
331,2023-02-13 17:00:00,0.0,8.9,86.61,1555.04,25
332,2023-02-13 18:00:00,0.0,7.0,86.61,35.88,2
333,2023-02-14 10:00:00,0.0,10.2,85.58,348.37,13
334,2023-02-14 11:00:00,0.0,12.1,85.58,885.90,26
335,2023-02-14 12:00:00,0.0,11.9,85.58,1191.44,37
336,2023-02-14 13:00:00,0.0,11.9,85.58,1416.34,38
337,2023-02-14 14:00:00,0.0,13.8,85.58,2165.45,41
338,2023-02-14 15:00:00,0.0,13.8,85.58,1337.31,37
339,2023-02-14 16:00:00,0.0,13.1,85.58,1528.27,33
340,2023-02-14 17:00:00,0.0,12.4,85.58,1380.34,35
341,2023-02-14 18:00:00,0.0,10.6,85.58,503.87,7
342,2023-02-15 10:00:00,0.0,7.5,85.38,760.14,17
343,2023-02-15 11:00:00,0.0,8.4,85.38,1109.25,20
344,2023-02-15 12:00:00,0.0,8.6,85.38,2357.38,47
345,2023-02-15 13:00:00,0.0,8.8,85.38,1851.19,38
346,2023-02-15 14:00:00,0.0,9.3,85.38,1435.14,32
347,2023-02-15 15:00:00,0.0,9.7,85.38,562.73,20
348,2023-02-15 16:00:00,0.0,9.5,85.38,880.93,24
349,2023-02-15 17:00:00,0.0,9.1,85.38,982.37,26
350,2023-02-15 18:00:00,0.0,9.0,85.38,0,0
351,2023-02-16 10:00:00,0.0,8.6,85.14,322.95,7
352,2023-02-16 11:00:00,0.0,8.0,85.14,705.84,18
353,2023-02-16 12:00:00,0.0,9.2,85.14,1494.96,34
354,2023-02-16 13:00:00,0.0,10.4,85.14,1052.21,37
355,2023-02-16 14:00:00,0.0,10.6,85.14,1972.02,37
356,2023-02-16 15:00:00,0.0,11.1,85.14,2939.20,49
357,2023-02-16 16:00:00,0.0,11.8,85.14,917.72,24
358,2023-02-16 17:00:00,0.0,12.2,85.14,755.44,25
359,2023-02-16 18:00:00,0.0,12.5,85.14,65,1
360,2023-02-17 10:00:00,0.0,10.2,83.0,245.44,6
361,2023-02-17 11:00:00,0.1,9.8,83.0,1311.73,30
362,2023-02-17 12:00:00,0.0,9.8,83.0,1369.53,25
363,2023-02-17 13:00:00,0.0,11.0,83.0,2052.55,43
364,2023-02-17 14:00:00,0.0,12.1,83.0,1883.14,40
365,2023-02-17 15:00:00,0.0,12.3,83.0,1660.51,36
366,2023-02-17 16:00:00,0.0,12.0,83.0,1213.78,28
367,2023-02-17 17:00:00,0.0,11.8,83.0,1155.74,20
368,2023-02-17 18:00:00,0.0,10.7,83.0,294.0,4
369,2023-02-18 10:00:00,0.0,10.2,83.05,664.35,15
370,2023-02-18 11:00:00,0.0,9.9,83.05,1023.57,28
371,2023-02-18 12:00:00,0.0,10.5,83.05,3227.06,50
372,2023-02-18 13:00:00,0.0,11.0,83.05,1450.12,35
373,2023-02-18 14:00:00,0.0,10.9,83.05,2152.06,47
374,2023-02-18 15:00:00,0.0,11.1,83.05,2459.92,40
375,2023-02-18 16:00:00,0.0,11.2,83.05,2212.67,44
376,2023-02-18 17:00:00,0.0,10.3,83.05,1277.98,30
377,2023-02-18 18:00:00,0.0,9.8,83.05,19.6,1
378,2023-02-19 10:00:00,0.0,8.2,83.05,0,0
379,2023-02-19 11:00:00,0.0,8.8,83.05,297.26,14
380,2023-02-19 12:00:00,0.0,9.6,83.05,1492.67,29
381,2023-02-19 13:00:00,0.0,10.6,83.05,824.95,27
382,2023-02-19 14:00:00,0.0,10.6,83.05,1229.33,29
383,2023-02-19 15:00:00,0.0,11.5,83.05,768.14,23
384,2023-02-19 16:00:00,0.0,11.7,83.05,1417.28,17
385,2023-02-19 17:00:00,0.0,11.4,83.05,1463.44,23
386,2023-02-19 18:00:00,0.0,11.8,83.05,0,0
