timestamp,temperature,rain
2023-02-20 16:00:00,12.5,0.0
2023-02-20 17:00:00,12.0,0.0
2023-02-20 18:00:00,11.1,0.0
2023-02-21 10:00:00,8.9,0.0
2023-02-21 11:00:00,9.6,0.0
2023-02-21 12:00:00,10.9,0.0
2023-02-21 13:00:00,10.9,0.0
2023-02-21 14:00:00,11.6,0.0
2023-02-21 15:00:00,11.7,0.0
2023-02-21 16:00:00,10.6,0.0
2023-02-21 17:00:00,10.3,0.0
2023-02-21 18:00:00,10.0,0.0
2023-02-22 10:00:00,4.6,0.0
2023-02-22 11:00:00,5.1,0.0
2023-02-22 12:00:00,6.1,0.0
2023-02-22 13:00:00,6.6,0.0
2023-02-22 14:00:00,6.5,0.0
2023-02-22 15:00:00,7.0,0.0
2023-02-22 16:00:00,7.3,0.0
2023-02-22 17:00:00,6.6,0.0
2023-02-22 18:00:00,4.3,0.0
2023-02-23 10:00:00,4.4,0.0
2023-02-23 11:00:00,6.3,0.0
2023-02-23 12:00:00,7.1,0.0
2023-02-23 13:00:00,8.0,0.0
2023-02-23 14:00:00,8.5,0.0
2023-02-23 15:00:00,8.7,0.0
2023-02-23 16:00:00,8.2,0.0
2023-02-23 17:00:00,7.2,0.0
2023-02-23 18:00:00,6.4,0.0
2023-02-24 10:00:00,7.5,0.0
2023-02-24 11:00:00,8.3,0.0
2023-02-24 12:00:00,8.4,0.1
2023-02-24 13:00:00,10.2,0.0
2023-02-24 14:00:00,9.7,0.0
2023-02-24 15:00:00,9.8,0.0
2023-02-24 16:00:00,10.2,0.0
2023-02-24 17:00:00,9.4,0.0
2023-02-24 18:00:00,8.4,0.0
2023-02-25 10:00:00,5.6,0.0
2023-02-25 11:00:00,6.2,0.0
2023-02-25 12:00:00,6.2,0.0
2023-02-25 13:00:00,5.6,0.0
2023-02-25 14:00:00,6.6,0.0
2023-02-25 15:00:00,5.7,0.0
2023-02-25 16:00:00,5.6,0.0
2023-02-25 17:00:00,4.7,0.0
2023-02-25 18:00:00,5.1,0.0
2023-02-26 10:00:00,6.0,0.0
2023-02-26 11:00:00,7.3,0.0
2023-02-26 12:00:00,7.3,0.0
2023-02-26 13:00:00,7.5,0.0
2023-02-26 14:00:00,7.2,0.0
2023-02-26 15:00:00,6.8,0.0
2023-02-26 16:00:00,6.9,0.0
2023-02-26 17:00:00,6.4,0.0
2023-02-26 18:00:00,5.8,0.0
2023-02-27 10:00:00,5.9,0.0
2023-02-27 11:00:00,6.4,0.0
2023-02-27 12:00:00,6.4,0.0
2023-02-27 13:00:00,6.9,0.0
2023-02-27 14:00:00,6.6,0.0
2023-02-27 15:00:00,7.0,0.0
2023-02-27 16:00:00,5.8,0.0
2023-02-27 17:00:00,5.9,0.0
2023-02-27 18:00:00,5.6,0.0
2023-02-28 10:00:00,6.0,0.0
2023-02-28 11:00:00,6.5,0.0
2023-02-28 12:00:00,5.8,0.0
2023-02-28 13:00:00,6.4,0.0
2023-02-28 14:00:00,5.9,0.0
2023-02-28 15:00:00,6.1,0.0
2023-02-28 16:00:00,5.7,0.0
2023-02-28 17:00:00,5.5,0.0
2023-02-28 18:00:00,5.5,0.0
2023-03-01 10:00:00,5.5,0.0
2023-03-01 11:00:00,7.4,0.0
2023-03-01 12:00:00,6.8,0.0
2023-03-01 13:00:00,7.6,0.0
2023-03-01 14:00:00,6.8,0.0
2023-03-01 15:00:00,6.9,0.0
2023-03-01 16:00:00,6.6,0.0
2023-03-01 17:00:00,6.4,0.0
2023-03-01 18:00:00,5.4,0.0
2023-03-02 10:00:00,6.1,0.0
2023-03-02 11:00:00,7.4,0.1
2023-03-02 12:00:00,7.3,0.0
2023-03-02 13:00:00,6.0,0.0
2023-03-02 14:00:00,6.7,0.0
2023-03-02 15:00:00,6.8,0.0
2023-03-02 16:00:00,6.1,0.0
2023-03-02 17:00:00,5.6,0.0
2023-03-02 18:00:00,5.4,0.0
2023-03-03 10:00:00,6.0,0.1
2023-03-03 11:00:00,6.2,0.0
2023-03-03 12:00:00,5.9,0.0
2023-03-03 13:00:00,6.7,0.0
2023-03-03 14:00:00,6.7,0.0
2023-03-03 15:00:00,6.2,0.0
2023-03-03 16:00:00,6.0,0.0
2023-03-03 17:00:00,5.3,0.0
2023-03-03 18:00:00,4.7,0.0
2023-03-04 10:00:00,3.9,0.0
2023-03-04 11:00:00,4.2,0.0
2023-03-04 12:00:00,4.4,0.0
2023-03-04 13:00:00,4.8,0.0
2023-03-04 14:00:00,4.8,0.0
2023-03-04 15:00:00,4.9,0.0
2023-03-04 16:00:00,4.5,0.0
2023-03-04 17:00:00,4.1,0.0
2023-03-04 18:00:00,3.7,0.0
2023-03-05 10:00:00,4.3,0.0
2023-03-05 11:00:00,5.8,0.0
2023-03-05 12:00:00,6.3,0.0
2023-03-05 13:00:00,6.8,0.0
2023-03-05 14:00:00,8.7,0.0
2023-03-05 15:00:00,8.8,0.0
2023-03-05 16:00:00,9.0,0.0
2023-03-05 17:00:00,8.0,0.0
2023-03-05 18:00:00,6.6,0.0
2023-03-06 10:00:00,5.7,0.0
2023-03-06 11:00:00,5.7,0.1
2023-03-06 12:00:00,6.5,0.1
2023-03-06 13:00:00,5.3,0.0
2023-03-06 14:00:00,5.2,0.4
2023-03-06 15:00:00,5.7,0.6
2023-03-06 16:00:00,5.1,0.8
2023-03-06 17:00:00,4.8,0.7
2023-03-06 18:00:00,3.8,0.9
